Meso_region_geo,State,Year,AP_ha,AC_ha,QP_ton,RMP_kgha,VP_pct
Metropolitana de Curitiba,PR,2007,67933,67595,104042,1539,11.12
Oeste Catarinense,SC,2007,40527,40359,63238,1566,3.14
Norte Catarinense,SC,2007,22063,22063,47152,2137,3.94
Serrana,SC,2007,49618,48988,83408,1702,11.1
Vale do Itajaí,SC,2007,3127,3127,4390,1403,0.46
Grande Florianópolis,SC,2007,1638,1638,2010,1227,0.99
Sul Catarinense,SC,2007,13555,13510,14726,1090,1.6
Noroeste Rio-grandense,RS,2007,61012,60466,81100,1341,1.12
Nordeste Rio-grandense,RS,2007,8128,8128,11981,1474,1.04
Centro Ocidental Rio-grandense,RS,2007,11461,11161,10306,923,0.67
Centro Oriental Rio-grandense,RS,2007,11796,11796,13249,1123,0.75
Metropolitana de Porto Alegre,RS,2007,9841,9839,8966,911,0.64
Sudoeste Rio-grandense,RS,2007,1785,1785,1385,775,0.06
Sudeste Rio-grandense,RS,2007,14013,13883,15099,1087,1.01
Pantanais Sul Mato-grossense,MS,2007,420,420,316,752,1.41
Centro Norte de Mato Grosso do Sul,MS,2007,1995,1780,2110,1185,0.32
Leste de Mato Grosso do Sul,MS,2007,3077,2968,3548,1195,0.49
Sudoeste de Mato Grosso do Sul,MS,2007,15060,14617,17780,1216,0.69
Norte Mato-grossense,MT,2007,18937,18937,30162,1592,0.53
Nordeste Mato-grossense,MT,2007,464,464,769,1657,0.09
Sudoeste Mato-grossense,MT,2007,2663,1783,799,448,0.12
Centro-Sul Mato-grossense,MT,2007,2190,1290,521,403,0.31
Sudeste Mato-grossense,MT,2007,18731,18531,28031,1512,1.24
Noroeste Goiano,GO,2007,1535,1535,4285,2791,6.09
Norte Goiano,GO,2007,6670,6670,14201,2129,11.42
Centro Goiano,GO,2007,8816,8816,18211,2065,3.24
Leste Goiano,GO,2007,79628,79628,158400,1989,16.85
Sul Goiano,GO,2007,27803,27803,58571,2106,1.53
Distrito Federal,DF,2007,18541,18541,45365,2446,18.76
Madeira-Guaporé,RO,2008,5370,5370,2425,451,3.37
Leste Rondoniense,RO,2008,60680,58688,43686,744,12.5
Vale do Juruá,AC,2008,5062,5062,2690,531,8.47
Vale do Acre,AC,2008,5417,5417,3089,570,4.97
Norte Amazonense,AM,2008,42,42,38,904,0.22
Sudoeste Amazonense,AM,2008,695,695,625,899,1.81
Centro Amazonense,AM,2008,1309,1309,1177,899,0.73
Sul Amazonense,AM,2008,1189,1189,1464,1231,2
Norte de Roraima,RR,2008,635,622,480,771,0.82
Sul de Roraima,RR,2008,365,365,178,487,1.02
Baixo Amazonas,PA,2008,9079,9079,7545,831,4.52
Marajó,PA,2008,445,445,253,568,5.12
Metropolitana de Belém,PA,2008,1800,1800,1572,873,8.47
Nordeste Paraense,PA,2008,32484,32484,26770,824,13.39
Sudoeste Paraense,PA,2008,9401,9401,6818,725,13.51
Sudeste Paraense,PA,2008,11754,11744,6950,591,2.68
Norte do Amapá,AP,2008,552,551,412,747,1.1
Sul do Amapá,AP,2008,1082,1077,842,781,1.23
Ocidental do Tocantins,TO,2008,12552,12552,11760,936,6.33
Oriental do Tocantins,TO,2008,3259,3259,2302,706,1.22
Norte Maranhense,MA,2008,12603,12603,4847,384,3.41
Oeste Maranhense,MA,2008,17118,17118,8422,491,4.65
Centro Maranhense,MA,2008,20033,20033,9988,498,7.23
Leste Maranhense,MA,2008,26856,26856,11441,426,4.91
Sul Maranhense,MA,2008,9303,9303,3851,413,0.67
Norte Piauiense,PI,2008,24328,23470,5343,227,12.59
Centro-Norte Piauiense,PI,2008,44146,43383,10742,247,15.35
Sudoeste Piauiense,PI,2008,63201,62801,19922,317,4.39
Sudeste Piauiense,PI,2008,106810,106810,29319,274,33.46
Noroeste Cearense,CE,2008,147516,147516,55717,377,25.39
Norte Cearense,CE,2008,111312,108462,46999,433,33.42
Metropolitana de Fortaleza,CE,2008,11426,11426,3200,280,18.55
Sertões Cearenses,CE,2008,179596,173276,83135,479,44.69
Jaguaribe,CE,2008,47513,47513,26788,563,10.75
Centro-Sul Cearense,CE,2008,32857,28010,9995,356,22.71
Sul Cearense,CE,2008,62496,60266,26907,446,21.97
Oeste Potiguar,RN,2008,36867,28307,12920,456,15.29
Central Potiguar,RN,2008,9409,8104,3008,371,21.03
Agreste Potiguar,RN,2008,29293,27490,12372,450,17.84
Leste Potiguar,RN,2008,6862,6862,4931,718,1.95
Sertão Paraibano,PB,2008,83087,73889,20195,273,37.73
Borborema,PB,2008,44300,39940,11546,289,36.41
Agreste Paraibano,PB,2008,73135,72655,42250,581,36.12
Mata Paraibana,PB,2008,3258,3258,1480,454,1.01
Sertão Pernambucano,PE,2008,180982,163052,63856,391,33.12
São Francisco Pernambucano,PE,2008,23829,23829,10989,461,6.84
Agreste Pernambucano,PE,2008,135003,130873,75862,579,38.82
Mata Pernambucana,PE,2008,1949,1769,908,513,0.23
Metropolitana de Recife,PE,2008,751,716,685,956,0.71
Sertão Alagoano,AL,2008,50206,49902,24222,485,60.22
Agreste Alagoano,AL,2008,33502,32592,15135,464,15.26
Leste Alagoano,AL,2008,5029,5029,2283,453,0.26
Sertão Sergipano,SE,2008,20030,18830,11304,600,13.42
Agreste Sergipano,SE,2008,11537,11537,8081,700,7.63
Leste Sergipano,SE,2008,5306,5306,2870,540,3.13
Extremo Oeste Baiano,BA,2008,45604,37074,57703,1556,3.89
Vale São-Franciscano da Bahia,BA,2008,28015,27635,16627,601,10.1
Centro Norte Baiano,BA,2008,190733,114226,51352,449,21.68
Nordeste Baiano,BA,2008,227886,227886,135376,594,42.32
Metropolitana de Salvador,BA,2008,4022,4022,2582,641,3.35
Centro Sul Baiano,BA,2008,89139,82196,51687,628,13.25
Sul Baiano,BA,2008,3929,3929,3195,813,2.08
Noroeste de Minas,MG,2008,97030,96975,235463,2428,31.58
Norte de Minas,MG,2008,58164,53269,51856,973,24.06
Jequitinhonha,MG,2008,14842,14842,9240,622,20.33
Vale do Mucuri,MG,2008,4763,4743,3380,712,16.89
Triângulo Mineiro/Alto Paranaíba,MG,2008,55071,54981,111922,2035,6.3
Central Mineira,MG,2008,4898,4635,5824,1256,5.25
Metropolitana de Belo Horizonte,MG,2008,16995,16990,12118,713,11.51
Vale do Rio Doce,MG,2008,19956,19721,12748,646,13.77
Oeste de Minas,MG,2008,26921,26740,31147,1164,20.06
Sul/Sudoeste de Minas,MG,2008,56686,56464,56620,1002,10.82
Campo das Vertentes,MG,2008,21523,21523,22650,1052,24.61
Zona da Mata,MG,2008,44236,43038,31324,727,26.31
Noroeste Espírito-santense,ES,2008,1866,1866,1587,850,14.36
Litoral Norte Espírito-santense,ES,2008,4124,4124,5358,1299,10.13
Central Espírito-santense,ES,2008,9237,9237,7023,760,12.29
Sul Espírito-santense,ES,2008,6039,6039,3729,617,7.94
Noroeste Fluminense,RJ,2008,2290,2290,1863,813,4.01
Norte Fluminense,RJ,2008,678,678,573,845,0.33
Centro Fluminense,RJ,2008,1527,1527,1427,934,3
Baixadas,RJ,2008,351,351,332,945,3.19
Sul Fluminense,RJ,2008,593,593,559,942,7.75
Metropolitana do Rio de Janeiro,RJ,2008,233,232,223,961,0.34
São José do Rio Preto,SP,2008,4573,4573,5809,1270,0.69
Ribeirão Preto,SP,2008,15692,15692,30189,1923,2.17
Araçatuba,SP,2008,10020,10020,12470,1244,1.87
Bauru,SP,2008,19393,19393,31813,1640,5.36
Araraquara,SP,2008,251,251,471,1876,0.17
Piracicaba,SP,2008,309,309,473,1530,0.08
Campinas,SP,2008,20333,20333,38589,1897,3.94
Presidente Prudente,SP,2008,6066,6066,5915,975,1.36
Marília,SP,2008,1262,1262,1223,969,1.19
Assis,SP,2008,9145,9145,14727,1610,1.63
Itapetininga,SP,2008,79605,79605,125700,1579,17.88
Macro Metropolitana Paulista,SP,2008,7904,7904,9922,1255,6.28
Vale do Paraíba Paulista,SP,2008,4270,4270,5710,1337,10.32
Litoral Sul Paulista,SP,2008,443,443,401,905,13.92
Metropolitana de São Paulo,SP,2008,404,404,542,1341,4.74
Noroeste Paranaense,PR,2008,3802,3572,2055,575,0.35
Centro Ocidental Paranaense,PR,2008,9693,9693,13169,1358,1.57
Norte Central Paranaense,PR,2008,37505,36305,48221,1328,3.51
Norte Pioneiro Paranaense,PR,2008,43118,34814,41553,1193,4.94
Centro Oriental Paranaense,PR,2008,83700,83700,162311,1939,17.18
Oeste Paranaense,PR,2008,25968,24768,42960,1734,2.66
Sudoeste Paranaense,PR,2008,43060,42050,67870,1614,9.5
Centro-Sul Paranaense,PR,2008,48466,48261,68950,1428,8.07
Sudeste Paranaense,PR,2008,143290,143290,215377,1503,27.31
Metropolitana de Curitiba,PR,2008,65818,65470,108825,1662,22.22
Oeste Catarinense,SC,2008,31109,31109,48144,1547,5.65
Norte Catarinense,SC,2008,18389,18389,35447,1927,6.25
Serrana,SC,2008,40248,40248,74587,1853,25.19
Vale do Itajaí,SC,2008,3490,3490,4761,1364,1.17
Grande Florianópolis,SC,2008,1593,1593,1879,1179,1.77
Sul Catarinense,SC,2008,12450,12450,16074,1291,3.87
Noroeste Rio-grandense,RS,2008,48847,48497,55595,1146,1.46
Nordeste Rio-grandense,RS,2008,6917,6917,10344,1495,1.49
Centro Ocidental Rio-grandense,RS,2008,9701,9651,11422,1183,1.25
Centro Oriental Rio-grandense,RS,2008,11679,11229,10127,901,1
Metropolitana de Porto Alegre,RS,2008,8962,8948,7571,846,0.8
Sudoeste Rio-grandense,RS,2008,1485,1485,879,591,0.03
Sudeste Rio-grandense,RS,2008,10623,10623,6003,565,0.76
Pantanais Sul Mato-grossense,MS,2008,980,870,875,1005,5.35
Centro Norte de Mato Grosso do Sul,MS,2008,2148,2068,2237,1081,0.45
Leste de Mato Grosso do Sul,MS,2008,2211,2211,2171,981,0.53
Sudoeste de Mato Grosso do Sul,MS,2008,12539,11689,13050,1116,0.87
Norte Mato-grossense,MT,2008,34128,34128,61875,1813,1.18
Nordeste Mato-grossense,MT,2008,3114,3114,3777,1212,0.55
Sudoeste Mato-grossense,MT,2008,2290,2290,1317,575,0.47
Centro-Sul Mato-grossense,MT,2008,3290,3290,3473,1055,1.88
Sudeste Mato-grossense,MT,2008,29285,28285,39857,1409,2.46
Noroeste Goiano,GO,2008,2215,2215,5882,2655,9.93
Norte Goiano,GO,2008,6745,6745,13651,2023,12.76
Centro Goiano,GO,2008,5418,5418,12515,2309,4.66
Leste Goiano,GO,2008,51653,51653,117941,2283,18.75
Sul Goiano,GO,2008,31369,31369,70460,2246,2.74
Distrito Federal,DF,2008,18578,18578,45958,2473,28.59
Madeira-Guaporé,RO,2009,5733,5733,2817,491,2.83
Leste Rondoniense,RO,2009,60948,60948,43763,718,9.61
Vale do Juruá,AC,2009,4540,4540,2631,579,10.41
Vale do Acre,AC,2009,4474,4424,2329,526,3.67
Norte Amazonense,AM,2009,42,42,38,904,0.02
Sudoeste Amazonense,AM,2009,695,695,608,874,2.09
Centro Amazonense,AM,2009,1309,1309,1157,883,0.76
Sul Amazonense,AM,2009,1189,1189,1382,1162,1.91
Norte de Roraima,RR,2009,1775,1762,1443,818,3.38
Sul de Roraima,RR,2009,1225,1225,549,448,3
Baixo Amazonas,PA,2009,8934,8934,7380,826,3.08
Marajó,PA,2009,434,434,246,566,3.53
Metropolitana de Belém,PA,2009,1500,1500,1246,830,5.52
Nordeste Paraense,PA,2009,29004,22919,12798,558,3.96
Sudoeste Paraense,PA,2009,8775,8775,6415,731,8.22
Sudeste Paraense,PA,2009,12071,12026,7151,594,1.84
Norte do Amapá,AP,2009,558,558,386,691,1.59
Sul do Amapá,AP,2009,1180,1180,874,740,1.98
Ocidental do Tocantins,TO,2009,13846,13846,18525,1337,8.5
Oriental do Tocantins,TO,2009,6853,6853,6445,940,2.73
Norte Maranhense,MA,2009,14251,14152,5653,399,4.7
Oeste Maranhense,MA,2009,17708,17708,8426,475,6.62
Centro Maranhense,MA,2009,21668,21668,11453,528,7.78
Leste Maranhense,MA,2009,29598,28923,10509,363,4.56
Sul Maranhense,MA,2009,13168,13168,6544,496,1.1
Norte Piauiense,PI,2009,24536,24015,3384,140,8.54
Centro-Norte Piauiense,PI,2009,42987,41309,5820,140,7.73
Sudoeste Piauiense,PI,2009,64792,64222,30087,468,4.63
Sudeste Piauiense,PI,2009,113197,112287,22687,202,18.77
Noroeste Cearense,CE,2009,153860,147113,27095,184,15.2
Norte Cearense,CE,2009,115856,113469,15179,133,17.57
Metropolitana de Fortaleza,CE,2009,10540,10540,1952,185,15.58
Sertões Cearenses,CE,2009,183863,169255,30598,180,34.81
Jaguaribe,CE,2009,53441,53441,16944,317,12.98
Centro-Sul Cearense,CE,2009,30998,30998,8853,285,25.02
Sul Cearense,CE,2009,61709,61709,29206,473,23.72
Oeste Potiguar,RN,2009,34859,26009,11162,429,7.14
Central Potiguar,RN,2009,11026,6486,2578,397,13.37
Agreste Potiguar,RN,2009,27046,16994,5656,332,9.29
Leste Potiguar,RN,2009,4906,4731,3026,639,0.94
Sertão Paraibano,PB,2009,83517,72832,15306,210,31.04
Borborema,PB,2009,43260,42860,12997,303,36.59
Agreste Paraibano,PB,2009,75435,72855,22123,303,19.3
Mata Paraibana,PB,2009,3324,3324,1338,402,0.48
Sertão Pernambucano,PE,2009,179982,152006,44822,294,27.73
São Francisco Pernambucano,PE,2009,23569,22899,8709,380,6.18
Agreste Pernambucano,PE,2009,137295,133941,74676,557,37.82
Mata Pernambucana,PE,2009,2254,2184,1154,528,0.21
Metropolitana de Recife,PE,2009,691,642,604,940,0.72
Sertão Alagoano,AL,2009,44070,42140,19052,452,49.15
Agreste Alagoano,AL,2009,32388,31170,14457,463,11.02
Leste Alagoano,AL,2009,3960,3960,2119,535,0.18
Sertão Sergipano,SE,2009,23219,23219,13966,601,7.08
Agreste Sergipano,SE,2009,13607,13607,11534,847,4.96
Leste Sergipano,SE,2009,5387,5387,2869,532,1.38
Extremo Oeste Baiano,BA,2009,34679,34679,56366,1625,2.19
Vale São-Franciscano da Bahia,BA,2009,37282,35654,19020,533,4.8
Centro Norte Baiano,BA,2009,169051,113746,55128,484,11.61
Nordeste Baiano,BA,2009,239520,238656,140981,590,28.23
Metropolitana de Salvador,BA,2009,4350,4350,2854,656,1.95
Centro Sul Baiano,BA,2009,127302,123581,64825,524,9.2
Sul Baiano,BA,2009,3655,3655,2815,770,0.96
Noroeste de Minas,MG,2009,103790,103790,262564,2529,19.19
Norte de Minas,MG,2009,57742,54640,49798,911,12.08
Jequitinhonha,MG,2009,15933,15933,10598,665,11.72
Vale do Mucuri,MG,2009,5085,5025,3590,714,12.52
Triângulo Mineiro/Alto Paranaíba,MG,2009,50233,50233,100525,2001,3.08
Central Mineira,MG,2009,5483,5353,6817,1273,3.48
Metropolitana de Belo Horizonte,MG,2009,18311,18286,13787,753,8.34
Vale do Rio Doce,MG,2009,19279,19113,12559,657,10.3
Oeste de Minas,MG,2009,24250,24115,28534,1183,9.6
Sul/Sudoeste de Minas,MG,2009,54859,54286,57340,1056,5.97
Campo das Vertentes,MG,2009,25233,25233,26197,1038,20.74
Zona da Mata,MG,2009,40340,39992,29965,749,16.61
Noroeste Espírito-santense,ES,2009,1810,1810,1598,882,12.2
Litoral Norte Espírito-santense,ES,2009,4329,4329,5611,1296,6
Central Espírito-santense,ES,2009,10292,10292,8054,782,8.82
Sul Espírito-santense,ES,2009,5988,5988,3716,620,6.9
Noroeste Fluminense,RJ,2009,2097,2097,1854,884,3.89
Norte Fluminense,RJ,2009,944,944,903,956,0.55
Centro Fluminense,RJ,2009,1126,1126,1109,984,2.73
Baixadas,RJ,2009,240,240,245,1020,4.15
Sul Fluminense,RJ,2009,548,548,514,937,11.24
Metropolitana do Rio de Janeiro,RJ,2009,226,226,228,1008,0.49
São José do Rio Preto,SP,2009,2802,2802,4822,1720,0.27
Ribeirão Preto,SP,2009,15579,15579,30067,1929,2.04
Araçatuba,SP,2009,5663,5663,7976,1408,0.62
Bauru,SP,2009,10869,10863,20574,1893,1.35
Araraquara,SP,2009,100,100,160,1600,0.06
Piracicaba,SP,2009,156,80,89,1112,0.01
Campinas,SP,2009,21190,21190,40573,1914,4.35
Presidente Prudente,SP,2009,4177,4177,4322,1034,0.58
Marília,SP,2009,977,977,877,897,0.53
Assis,SP,2009,7181,7181,14202,1977,1.01
Itapetininga,SP,2009,74971,74711,158136,2116,15.27
Macro Metropolitana Paulista,SP,2009,5729,5729,7642,1333,4.47
Vale do Paraíba Paulista,SP,2009,2294,2294,2526,1101,8.28
Litoral Sul Paulista,SP,2009,308,308,258,837,6.19
Metropolitana de São Paulo,SP,2009,378,378,460,1216,5.29
Noroeste Paranaense,PR,2009,3493,3163,2018,638,0.18
Centro Ocidental Paranaense,PR,2009,12185,12185,13606,1116,1.12
Norte Central Paranaense,PR,2009,40458,40308,50758,1259,2.6
Norte Pioneiro Paranaense,PR,2009,41130,41130,48031,1167,5.33
Centro Oriental Paranaense,PR,2009,110612,110492,178093,1611,14.96
Oeste Paranaense,PR,2009,40007,39862,57995,1454,1.71
Sudoeste Paranaense,PR,2009,67670,67065,84864,1265,8
Centro-Sul Paranaense,PR,2009,74777,74547,83031,1113,7.34
Sudeste Paranaense,PR,2009,183940,183940,196042,1065,15.28
Metropolitana de Curitiba,PR,2009,68544,68544,72742,1061,8.7
Oeste Catarinense,SC,2009,40492,40492,58305,1439,4.21
Norte Catarinense,SC,2009,18713,18713,27571,1473,4.44
Serrana,SC,2009,47520,47520,68981,1451,14.37
Vale do Itajaí,SC,2009,7434,7434,9602,1291,2.78
Grande Florianópolis,SC,2009,1787,1787,1667,932,1.15
Sul Catarinense,SC,2009,13167,13167,12390,940,1.27
Noroeste Rio-grandense,RS,2009,54814,54200,54712,1009,1.32
Nordeste Rio-grandense,RS,2009,10825,10825,17792,1643,2.59
Centro Ocidental Rio-grandense,RS,2009,12964,12963,15561,1200,1.42
Centro Oriental Rio-grandense,RS,2009,13870,13829,15568,1125,1.25
Metropolitana de Porto Alegre,RS,2009,9516,9516,8521,895,0.86
Sudoeste Rio-grandense,RS,2009,1392,1392,993,713,0.07
Sudeste Rio-grandense,RS,2009,14282,14282,12460,872,1.32
Pantanais Sul Mato-grossense,MS,2009,1250,1230,780,634,2.48
Centro Norte de Mato Grosso do Sul,MS,2009,1355,748,548,732,0.06
Leste de Mato Grosso do Sul,MS,2009,2864,2717,2894,1065,0.33
Sudoeste de Mato Grosso do Sul,MS,2009,14208,13111,12388,944,0.54
Norte Mato-grossense,MT,2009,101837,101837,127600,1252,1.3
Nordeste Mato-grossense,MT,2009,5334,5334,5584,1046,0.41
Sudoeste Mato-grossense,MT,2009,2916,2906,1765,607,0.42
Centro-Sul Mato-grossense,MT,2009,1368,1338,1060,792,0.45
Sudeste Mato-grossense,MT,2009,42070,41870,54119,1292,2.12
Noroeste Goiano,GO,2009,1380,1380,3814,2763,4.33
Norte Goiano,GO,2009,6972,6972,14902,2137,7.86
Centro Goiano,GO,2009,5514,5514,13664,2478,2.1
Leste Goiano,GO,2009,59866,59866,138042,2305,10.6
Sul Goiano,GO,2009,40196,40196,91503,2276,1.48
Distrito Federal,DF,2009,17549,17549,45297,2581,16.28
Madeira-Guaporé,RO,2010,5170,5170,758,146,2.09
Leste Rondoniense,RO,2010,55324,53747,7989,148,2.63
Vale do Juruá,AC,2010,6162,6162,3269,530,3.82
Vale do Acre,AC,2010,6121,5978,3282,549,4.58
Norte Amazonense,AM,2010,107,107,96,897,1.75
Sudoeste Amazonense,AM,2010,686,686,604,880,2.59
Centro Amazonense,AM,2010,2073,2073,1864,899,0.87
Sul Amazonense,AM,2010,1994,1994,1786,895,2.59
Norte de Roraima,RR,2010,1775,1762,1443,818,3.29
Sul de Roraima,RR,2010,1225,1225,549,448,2.89
Baixo Amazonas,PA,2010,8133,8133,5806,713,1.65
Marajó,PA,2010,358,358,221,617,2.25
Metropolitana de Belém,PA,2010,1820,1820,1528,839,7.48
Nordeste Paraense,PA,2010,22745,22745,15564,684,7.24
Sudoeste Paraense,PA,2010,9112,9112,6913,758,7.85
Sudeste Paraense,PA,2010,11628,11625,6466,556,1.81
Norte do Amapá,AP,2010,618,596,451,756,1.57
Sul do Amapá,AP,2010,1282,1231,1017,826,1.87
Ocidental do Tocantins,TO,2010,18924,18924,26969,1425,8.79
Oriental do Tocantins,TO,2010,7210,7210,6458,895,2.19
Norte Maranhense,MA,2010,14149,12772,5118,400,3.59
Oeste Maranhense,MA,2010,21116,21093,9800,464,5.68
Centro Maranhense,MA,2010,21092,21092,11436,542,6.89
Leste Maranhense,MA,2010,28316,28316,9475,334,4.75
Sul Maranhense,MA,2010,3951,3951,1713,433,0.21
Norte Piauiense,PI,2010,23604,20584,3053,148,8.38
Centro-Norte Piauiense,PI,2010,41573,38092,5338,140,9.41
Sudoeste Piauiense,PI,2010,61058,60672,16513,272,3.99
Sudeste Piauiense,PI,2010,87543,85613,7857,91,21.55
Noroeste Cearense,CE,2010,136169,136169,27232,199,22.78
Norte Cearense,CE,2010,87795,87795,11649,132,19.97
Metropolitana de Fortaleza,CE,2010,7899,7899,2832,358,22.21
Sertões Cearenses,CE,2010,129659,129659,16856,130,52.37
Jaguaribe,CE,2010,26120,26120,8359,320,11.48
Centro-Sul Cearense,CE,2010,27447,27447,6118,222,42.48
Sul Cearense,CE,2010,49547,49547,10240,206,26.77
Oeste Potiguar,RN,2010,12164,8743,2351,268,2.7
Central Potiguar,RN,2010,3782,2138,604,282,6.83
Agreste Potiguar,RN,2010,17255,8739,3474,397,8.84
Leste Potiguar,RN,2010,5010,4990,3963,794,1.44
Sertão Paraibano,PB,2010,51495,26954,2342,86,17.96
Borborema,PB,2010,13305,13055,1664,127,20.77
Agreste Paraibano,PB,2010,35612,32757,5682,173,7.66
Mata Paraibana,PB,2010,2465,1993,488,244,0.19
Sertão Pernambucano,PE,2010,167325,91631,24008,262,25.57
São Francisco Pernambucano,PE,2010,17570,14770,2821,190,3.49
Agreste Pernambucano,PE,2010,102748,95394,41043,430,16.41
Mata Pernambucana,PE,2010,2265,2195,819,373,0.19
Metropolitana de Recife,PE,2010,156,102,51,500,0.08
Sertão Alagoano,AL,2010,36296,28389,10885,383,63.29
Agreste Alagoano,AL,2010,22817,22517,10071,447,13.11
Leste Alagoano,AL,2010,3412,3412,1658,485,0.2
Sertão Sergipano,SE,2010,23223,23223,16205,697,13.52
Agreste Sergipano,SE,2010,13612,13612,12299,903,13.81
Leste Sergipano,SE,2010,5240,5240,2839,541,2.26
Extremo Oeste Baiano,BA,2010,52842,52842,79967,1513,5.04
Vale São-Franciscano da Bahia,BA,2010,31794,24674,9566,387,4.79
Centro Norte Baiano,BA,2010,159574,126264,61287,485,14.74
Nordeste Baiano,BA,2010,228806,228806,129599,566,36.84
Metropolitana de Salvador,BA,2010,5298,5298,3278,618,4.27
Centro Sul Baiano,BA,2010,134085,118763,29796,250,6.87
Sul Baiano,BA,2010,3546,3546,2884,813,2.22
Noroeste de Minas,MG,2010,109145,109145,285378,2614,26.13
Norte de Minas,MG,2010,58569,49717,43791,880,15.42
Jequitinhonha,MG,2010,15199,14819,8616,581,13.09
Vale do Mucuri,MG,2010,5343,3715,2823,759,12.23
Triângulo Mineiro/Alto Paranaíba,MG,2010,53538,53538,109997,2054,4.22
Central Mineira,MG,2010,5293,5243,6850,1306,3.07
Metropolitana de Belo Horizonte,MG,2010,18644,18644,14182,760,7.74
Vale do Rio Doce,MG,2010,19020,18632,12139,651,10.27
Oeste de Minas,MG,2010,21963,21942,25917,1181,12.51
Sul/Sudoeste de Minas,MG,2010,55001,54943,60608,1103,7.41
Campo das Vertentes,MG,2010,23328,23328,24930,1068,16.64
Zona da Mata,MG,2010,37823,37425,28489,761,18.49
Noroeste Espírito-santense,ES,2010,1958,1958,1745,891,12.96
Litoral Norte Espírito-santense,ES,2010,3036,3036,3934,1295,3.92
Central Espírito-santense,ES,2010,7139,7139,5664,793,7.48
Sul Espírito-santense,ES,2010,2845,2845,1904,669,3.39
Noroeste Fluminense,RJ,2010,2114,2114,1901,899,3.75
Norte Fluminense,RJ,2010,640,640,577,901,0.37
Centro Fluminense,RJ,2010,1098,1098,1084,987,2.32
Baixadas,RJ,2010,238,238,243,1021,3.65
Sul Fluminense,RJ,2010,537,537,496,923,8.77
Metropolitana do Rio de Janeiro,RJ,2010,143,143,141,986,0.22
São José do Rio Preto,SP,2010,2547,2547,5199,2041,0.27
Ribeirão Preto,SP,2010,5779,5779,7655,1324,0.36
Araçatuba,SP,2010,5308,4838,14787,3056,1.47
Bauru,SP,2010,15867,15867,32968,2077,3.81
